price
335000.0
686742.0
995000.0
635000.0
642700.0
649000.0
450000.0
299900.0
895589.0
489000.0
529000.0
440000.0
918000.0
192945.0
495000.0
557000.0
396900.0
239000.0
450000.0
299000.0
420000.0
559000.0
880000.0
239000.0
242550.0
469300.0
430848.0
570000.0
340000.0
272400.0
260000.0
550531.0
359000.0
459000.0
407805.0
766472.0
486072.2
550000.0
672075.0
997456.0
405000.0
1000000.0
650000.0
725780.0
620000.0
356000.0
298345.0
600704.0
659000.0
650000.0
330000.0
563728.0
990000.0
414047.5
720000.0
829000.0
590000.0
570000.0
498000.0
699000.0
335000.0
585000.0
1000000.0
530946.0
629000.0
498147.0
830655.63
412000.0
360000.0
709200.0
740000.0
550000.0
660000.0
795000.0
575000.0
399000.0
451392.0
539000.0
359923.0
875000.0
450000.0
560000.0
369432.0
419000.0
360000.0
300625.0
495000.0
323272.0
867510.0
350000.0
350000.0
561000.0
575000.0
895000.0
595000.0
532503.48
380000.0
570000.0
740000.0
403560.0
352086.0
730000.0
599000.0
1000000.0
595000.0
561672.0
405000.0
460000.0
456234.75
599000.0
692676.57
515000.0
517500.0
545000.0
292746.0
399000.0
739000.0
415000.0
350000.0
440000.0
327625.0
276912.9
474500.0
386163.0
593000.0
599000.0
368797.5
905632.0
435800.0
860000.0
1096640.0
599000.0
375738.0
431973.0
339000.0
434364.0
629000.0
1074332.0
240000.0
699000.0
288054.0
720000.0
429000.0
649000.0
518000.0
950000.0
790000.0
940000.0
355500.0
468702.0
438000.0
362000.0
554625.0
373998.0
454784.0
580000.0
265000.0
577000.0
595000.0
379000.0
450000.0
360000.0
472000.0
486300.0
295300.0
379000.0
890000.0
435000.0
529000.0
813595.0
515864.3
113900.0
514000.0
399000.0
507300.0
357000.0
439360.0
948450.0
584955.0
599000.0
999000.0
649000.0
515000.0
440000.0
499000.0
579900.0
550000.0
389000.0
1023700.0
580200.0
619000.0
950000.0
325000.0
869000.0
478874.0
720000.0
789200.0
802620.0
290000.0
410628.0
330000.0
379000.0
1096338.0
1093944.0
415000.0
750000.0
347415.6
870720.0
528000.0
430336.0
435000.0
585000.0
419000.0
616920.0
315000.0
999000.0
269000.0
865000.0
604752.0
563232.0
644410.0
615832.0
379000.0
429520.0
519000.0
360000.0
928000.0
620000.0
685000.0
360000.0
628000.0
836532.36
1006050.0
700000.0
379000.0
470160.0
639860.0
495000.0
1026975.47
749000.0
839800.0
576784.0
399894.0
